Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,11,40.7,5,18.5,6,22.2,8,29.6,8,29.6,27,100
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Total Population (All Students),Grade 6,166,77.9,83,39,83,39,36,16.9,11,5.2,213,98.2
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Total Population (All Students),Grade 7,180,75,78,32.5,102,42.5,38,15.8,22,9.2,240,98
2018-2019,1922,West Linn-Wilsonville SD 3J,2787,Rosemont Ridge Middle School,English Language Arts,Total Population (All Students),Grade 8,185,69.8,69,26,116,43.8,54,20.4,26,9.8,265,98.5
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Total Population (All Students),Grade 3,39,58.2,23,34.3,16,23.9,21,31.3,7,10.4,67,98.5
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Total Population (All Students),Grade 4,63,78.8,38,47.5,25,31.3,8,10,9,11.3,80,100
2018-2019,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,English Language Arts,Total Population (All Students),Grade 5,59,79.7,31,41.9,28,37.8,10,13.5,5,6.8,74,96.1
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Econo. Disadvantaged,Grade 4,6,50,2,16.7,4,33.3,4,33.3,2,16.7,12,100
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Total Population (All Students),Grade 3,41,77.4,27,50.9,14,26.4,8,15.1,4,7.5,54,96.4
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Total Population (All Students),Grade 4,48,70.6,28,41.2,20,29.4,11,16.2,9,13.2,68,100
2018-2019,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,English Language Arts,Total Population (All Students),Grade 5,42,91.3,25,54.3,17,37,2,4.3,2,4.3,46,97.9
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Econo. Disadvantaged,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Econo. Disadvantaged,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Econo. Disadvantaged,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Econo. Disadvantaged,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Homeless,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Homeless,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Homeless,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Total Population (All Students),Grade 4,22,91.7,20,83.3,2,8.3,2,8.3,0,0,24,100
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Total Population (All Students),Grade 5,19,82.6,14,60.9,5,21.7,4,17.4,0,0,23,100
2018-2019,1922,West Linn-Wilsonville SD 3J,3452,Three Rivers Charter School,English Language Arts,Total Population (All Students),Grade 8,17,89.5,7,36.8,10,52.6,1,5.3,1,5.3,19,95
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Total Population (All Students),Grade 3,86,77.5,53,47.7,33,29.7,17,15.3,8,7.2,111,99.1
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Total Population (All Students),Grade 4,79,74.5,37,34.9,42,39.6,15,14.2,12,11.3,106,100
2018-2019,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,English Language Arts,Total Population (All Students),Grade 5,80,80.8,50,50.5,30,30.3,12,12.1,7,7.1,100,95.2
2018-2019,1922,West Linn-Wilsonville SD 3J,51,West Linn High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),21,61.8,7,20.6,14,41.2,7,20.6,6,17.6,34,100
2018-2019,1922,West Linn-Wilsonville SD 3J,51,West Linn High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,51,West Linn High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,51,West Linn High School,English Language Arts,Total Population (All Students),Grade HS (11),377,87.5,239,55.5,138,32,37,8.6,17,3.9,433,98.4
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Econo. Disadvantaged,Grade 3,6,54.5,2,18.2,4,36.4,2,18.2,3,27.3,11,84.6
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Econo. Disadvantaged,Grade 4,11,55,6,30,5,25,4,20,5,25,20,95.2
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Econo. Disadvantaged,Grade 5,6,46.2,1,7.7,5,38.5,3,23.1,4,30.8,13,100
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Homeless,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Total Population (All Students),Grade 3,76,81.7,43,46.2,33,35.5,10,10.8,7,7.5,93,96.9
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Total Population (All Students),Grade 4,62,66.7,40,43,22,23.7,18,19.4,13,14,93,97.9
2018-2019,1922,West Linn-Wilsonville SD 3J,1286,Willamette Primary School,English Language Arts,Total Population (All Students),Grade 5,83,78.3,37,34.9,46,43.4,16,15.1,7,6.6,106,99.1
2018-2019,1922,West Linn-Wilsonville SD 3J,1323,Wilsonville High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),39,65,19,31.7,20,33.3,16,26.7,5,8.3,60,100
2018-2019,1922,West Linn-Wilsonville SD 3J,1323,Wilsonville High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1323,Wilsonville High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,1922,West Linn-Wilsonville SD 3J,1323,Wilsonville High School,English Language Arts,Total Population (All Students),Grade HS (11),227,81.1,128,45.7,99,35.4,39,13.9,14,5,280,97.9
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,20,33.9,7,11.9,13,22,11,18.6,28,47.5,59,96.7
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,13,19.7,3,4.5,10,15.2,17,25.8,36,54.5,66,98.5
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,22,34.4,2,3.1,20,31.3,14,21.9,28,43.8,64,94.1
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Military-connected,Grade 4,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Military-connected,Grade 5,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Total Population (All Students),Grade 3,20,33.9,7,11.9,13,22,11,18.6,28,47.5,59,96.7
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Total Population (All Students),Grade 4,13,19.7,3,4.5,10,15.2,17,25.8,36,54.5,66,98.5
2018-2019,2255,Willamina SD 30J,1224,Willamina Elementary School,English Language Arts,Total Population (All Students),Grade 5,22,34.4,2,3.1,20,31.3,14,21.9,28,43.8,64,94.1
2018-2019,2255,Willamina SD 30J,1226,Willamina High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),17,37.8,3,6.7,14,31.1,17,37.8,11,24.4,45,93.8
2018-2019,2255,Willamina SD 30J,1226,Willamina High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2255,Willamina SD 30J,1226,Willamina High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2255,Willamina SD 30J,1226,Willamina High School,English Language Arts,Total Population (All Students),Grade HS (11),17,37.8,3,6.7,14,31.1,17,37.8,11,24.4,45,93.8
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,11,18.6,3,5.1,8,13.6,17,28.8,31,52.5,59,92.2
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,25,39.7,3,4.8,22,34.9,19,30.2,19,30.2,63,96.9
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,20,35.7,0,0,20,35.7,11,19.6,25,44.6,56,96.6
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Military-connected,Grade 6,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Military-connected,Grade 7,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Military-connected,Grade 8,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Total Population (All Students),Grade 6,11,18.6,3,5.1,8,13.6,17,28.8,31,52.5,59,92.2
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Total Population (All Students),Grade 7,25,39.7,3,4.8,22,34.9,19,30.2,19,30.2,63,96.9
2018-2019,2255,Willamina SD 30J,1225,Willamina Middle School,English Language Arts,Total Population (All Students),Grade 8,20,35.7,0,0,20,35.7,11,19.6,25,44.6,56,96.6
2018-2019,2002,Winston-Dillard SD 116,3624,Brockway Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,13,22,5,8.5,8,13.6,15,25.4,31,52.5,60,100
2018-2019,2002,Winston-Dillard SD 116,3624,Brockway Elementary School,English Language Arts,Homeless,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2002,Winston-Dillard SD 116,3624,Brockway Elementary School,English Language Arts,Military-connected,Grade 3,--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2002,Winston-Dillard SD 116,3624,Brockway Elementary School,English Language Arts,Total Population (All Students),Grade 3,26,28,11,11.8,15,16.1,23,24.7,44,47.3,94,100
2018-2019,2002,Winston-Dillard SD 116,5201,Dillard Alternative High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2002,Winston-Dillard SD 116,5201,Dillard Alternative High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2002,Winston-Dillard SD 116,5201,Dillard Alternative High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2002,Winston-Dillard SD 116,5201,Dillard Alternative High School,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2002,Winston-Dillard SD 116,316,Douglas High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),26,57.8,8,17.8,18,40,10,22.2,9,20,45,100
2018-2019,2002,Winston-Dillard SD 116,316,Douglas High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2018-2019,2002,Winston-Dillard SD 116,316,Douglas High School,English Language Arts,Military-connected,Grade HS (11),--,--,--,--,--,--,--,--,--,--,--,--
2018-2019,2002,Winston-Dillard SD 116,316,Douglas High School,English Language Arts,Total Population (All Students),Grade HS (11),49,61.3,17,21.3,32,40,19,23.8,12,15,80,98.8
2018-2019,2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,4,36.4,2,18.2,2,18.2,2,18.2,5,45.5,11,100
2018-2019,2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,6,54.5,1,9.1,5,45.5,1,9.1,4,36.4,11,91.7
2018-2019,2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,8,47.1,1,5.9,7,41.2,2,11.8,7,41.2,17,94.4
