Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2021-2022,1977,Redmond SD 2J,4429,Tom McCall Elementary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1977,Redmond SD 2J,4429,Tom McCall Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1977,Redmond SD 2J,4429,Tom McCall Elementary School,English Language Arts,Students in Foster Care,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1977,Redmond SD 2J,4429,Tom McCall Elementary School,English Language Arts,Total Population (All Students),Grade 3,29,44.6,21,32.3,8,12.3,13,20,23,35.4,65,95.6
2021-2022,1977,Redmond SD 2J,4429,Tom McCall Elementary School,English Language Arts,Total Population (All Students),Grade 4,46,56.8,25,30.9,21,25.9,14,17.3,21,25.9,81,100
2021-2022,1977,Redmond SD 2J,4429,Tom McCall Elementary School,English Language Arts,Total Population (All Students),Grade 5,30,35.7,6,7.1,24,28.6,22,26.2,32,38.1,84,92.3
2021-2022,1977,Redmond SD 2J,261,Tumalo Community School,English Language Arts,Econo. Disadvantaged,Grade 3,22,50,12,27.3,10,22.7,11,25,11,25,44,95.7
2021-2022,1977,Redmond SD 2J,261,Tumalo Community School,English Language Arts,Econo. Disadvantaged,Grade 4,30,69.8,21,48.8,9,20.9,9,20.9,4,9.3,43,95.6
2021-2022,1977,Redmond SD 2J,261,Tumalo Community School,English Language Arts,Econo. Disadvantaged,Grade 5,23,63.9,10,27.8,13,36.1,9,25,4,11.1,36,97.3
2021-2022,1977,Redmond SD 2J,261,Tumalo Community School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1977,Redmond SD 2J,261,Tumalo Community School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1977,Redmond SD 2J,261,Tumalo Community School,English Language Arts,Students in Foster Care,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1977,Redmond SD 2J,261,Tumalo Community School,English Language Arts,Total Population (All Students),Grade 3,22,50,12,27.3,10,22.7,11,25,11,25,44,95.7
2021-2022,1977,Redmond SD 2J,261,Tumalo Community School,English Language Arts,Total Population (All Students),Grade 4,30,69.8,21,48.8,9,20.9,9,20.9,4,9.3,43,95.6
2021-2022,1977,Redmond SD 2J,261,Tumalo Community School,English Language Arts,Total Population (All Students),Grade 5,23,63.9,10,27.8,13,36.1,9,25,4,11.1,36,97.3
2021-2022,1977,Redmond SD 2J,1325,Vern Patrick Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,22,35.5,9,14.5,13,21,15,24.2,25,40.3,62,100
2021-2022,1977,Redmond SD 2J,1325,Vern Patrick Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,18,34,4,7.5,14,26.4,16,30.2,19,35.8,53,94.6
2021-2022,1977,Redmond SD 2J,1325,Vern Patrick Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,34,53.1,12,18.8,22,34.4,18,28.1,12,18.8,64,94.1
2021-2022,1977,Redmond SD 2J,1325,Vern Patrick Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1977,Redmond SD 2J,1325,Vern Patrick Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1977,Redmond SD 2J,1325,Vern Patrick Elementary School,English Language Arts,Students in Foster Care,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1977,Redmond SD 2J,1325,Vern Patrick Elementary School,English Language Arts,Total Population (All Students),Grade 3,22,35.5,9,14.5,13,21,15,24.2,25,40.3,62,100
2021-2022,1977,Redmond SD 2J,1325,Vern Patrick Elementary School,English Language Arts,Total Population (All Students),Grade 4,18,34,4,7.5,14,26.4,16,30.2,19,35.8,53,94.6
2021-2022,1977,Redmond SD 2J,1325,Vern Patrick Elementary School,English Language Arts,Total Population (All Students),Grade 5,34,53.1,12,18.8,22,34.4,18,28.1,12,18.8,64,94.1
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 3,6,13.6,--,--,6,13.6,11,25,27,61.4,44,95.7
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 4,10,27.8,3,8.3,7,19.4,8,22.2,18,50,36,94.7
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 5,9,30,3,10,6,20,8,26.7,13,43.3,30,93.8
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 6,8,23.5,1,2.9,7,20.6,14,41.2,12,35.3,34,100
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 7,8,17.4,1,2.2,7,15.2,15,32.6,23,50,46,92
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 8,14,37.8,2,5.4,12,32.4,15,40.5,8,21.6,37,86
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Econo. Disadvantaged,Grade HS (11),7,35,--,--,7,35,9,45,4,20,20,62.5
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Students in Foster Care,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Total Population (All Students),Grade 3,6,13.6,--,--,6,13.6,11,25,27,61.4,44,95.7
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Total Population (All Students),Grade 4,10,27.8,3,8.3,7,19.4,8,22.2,18,50,36,94.7
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Total Population (All Students),Grade 5,9,30,3,10,6,20,8,26.7,13,43.3,30,93.8
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Total Population (All Students),Grade 6,8,23.5,1,2.9,7,20.6,14,41.2,12,35.3,34,100
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Total Population (All Students),Grade 7,8,17.4,1,2.2,7,15.2,15,32.6,23,50,46,92
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Total Population (All Students),Grade 8,14,37.8,2,5.4,12,32.4,15,40.5,8,21.6,37,86
2021-2022,2001,Reedsport SD 105,310,Reedsport Community Charter School,English Language Arts,Total Population (All Students),Grade HS (11),7,35,--,--,7,35,9,45,4,20,20,62.5
2021-2022,2182,Reynolds SD 7,943,Alder Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,3,5.6,1,1.9,2,3.7,5,9.3,46,85.2,54,88.5
2021-2022,2182,Reynolds SD 7,943,Alder Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,943,Alder Elementary School,English Language Arts,Homeless,Grade 4,--,--,--,--,--,--,--,--,10,100,10,100
2021-2022,2182,Reynolds SD 7,943,Alder Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,943,Alder Elementary School,English Language Arts,Total Population (All Students),Grade 5,3,5.6,1,1.9,2,3.7,5,9.3,46,85.2,54,88.5
2021-2022,2182,Reynolds SD 7,949,Davis Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,6,9.5,1,1.6,5,7.9,10,15.9,47,74.6,68,98.6
2021-2022,2182,Reynolds SD 7,949,Davis Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,13,22.8,4,7,9,15.8,18,31.6,26,45.6,58,96.7
2021-2022,2182,Reynolds SD 7,949,Davis Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,949,Davis Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,949,Davis Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,949,Davis Elementary School,English Language Arts,Students in Foster Care,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,949,Davis Elementary School,English Language Arts,Students in Foster Care,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,949,Davis Elementary School,English Language Arts,Total Population (All Students),Grade 4,6,9.5,1,1.6,5,7.9,10,15.9,47,74.6,68,98.6
2021-2022,2182,Reynolds SD 7,949,Davis Elementary School,English Language Arts,Total Population (All Students),Grade 5,13,22.8,4,7,9,15.8,18,31.6,26,45.6,58,96.7
2021-2022,2182,Reynolds SD 7,945,Fairview Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,3,6.4,1,2.1,2,4.3,8,17,36,76.6,47,100
2021-2022,2182,Reynolds SD 7,945,Fairview Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,11,24.4,4,8.9,7,15.6,11,24.4,23,51.1,46,100
2021-2022,2182,Reynolds SD 7,945,Fairview Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,18,29.5,4,6.6,14,23,16,26.2,27,44.3,61,96.8
2021-2022,2182,Reynolds SD 7,945,Fairview Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,945,Fairview Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,945,Fairview Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,945,Fairview Elementary School,English Language Arts,Total Population (All Students),Grade 3,3,6.4,1,2.1,2,4.3,8,17,36,76.6,47,100
2021-2022,2182,Reynolds SD 7,945,Fairview Elementary School,English Language Arts,Total Population (All Students),Grade 4,11,24.4,4,8.9,7,15.6,11,24.4,23,51.1,46,100
2021-2022,2182,Reynolds SD 7,945,Fairview Elementary School,English Language Arts,Total Population (All Students),Grade 5,18,29.5,4,6.6,14,23,16,26.2,27,44.3,61,96.8
2021-2022,2182,Reynolds SD 7,946,Glenfair Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,12,19,4,6.3,8,12.7,6,9.5,45,71.4,67,100
2021-2022,2182,Reynolds SD 7,946,Glenfair Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,12,18.5,2,3.1,10,15.4,11,16.9,42,64.6,67,98.5
2021-2022,2182,Reynolds SD 7,946,Glenfair Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,946,Glenfair Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,946,Glenfair Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,946,Glenfair Elementary School,English Language Arts,Students in Foster Care,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,946,Glenfair Elementary School,English Language Arts,Students in Foster Care,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,946,Glenfair Elementary School,English Language Arts,Total Population (All Students),Grade 4,12,19,4,6.3,8,12.7,6,9.5,45,71.4,67,100
2021-2022,2182,Reynolds SD 7,946,Glenfair Elementary School,English Language Arts,Total Population (All Students),Grade 5,12,18.5,2,3.1,10,15.4,11,16.9,42,64.6,67,98.5
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,3,5.3,2,3.5,1,1.8,9,15.8,45,78.9,58,100
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,10,16.4,--,--,10,16.4,12,19.7,39,63.9,61,100
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,17,30.9,4,7.3,13,23.6,13,23.6,25,45.5,56,100
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Total Population (All Students),Grade 3,3,5.3,2,3.5,1,1.8,9,15.8,45,78.9,58,100
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Total Population (All Students),Grade 4,10,16.4,--,--,10,16.4,12,19.7,39,63.9,61,100
2021-2022,2182,Reynolds SD 7,947,Hartley Elementary School,English Language Arts,Total Population (All Students),Grade 5,17,30.9,4,7.3,13,23.6,13,23.6,25,45.5,56,100
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,36,17.5,6,2.9,30,14.6,53,25.7,117,56.8,210,98.1
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,47,23,5,2.5,42,20.6,42,20.6,115,56.4,208,95.4
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,44,19,6,2.6,38,16.4,49,21.1,139,59.9,236,95.5
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Students in Foster Care,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Students in Foster Care,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Total Population (All Students),Grade 6,36,17.5,6,2.9,30,14.6,53,25.7,117,56.8,210,98.1
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Total Population (All Students),Grade 7,47,23,5,2.5,42,20.6,42,20.6,115,56.4,208,95.4
2021-2022,2182,Reynolds SD 7,954,Hauton B Lee Middle School,English Language Arts,Total Population (All Students),Grade 8,44,19,6,2.6,38,16.4,49,21.1,139,59.9,236,95.5
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,10,19.2,1,1.9,9,17.3,14,26.9,28,53.8,52,92.9
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,11,20.4,7,13,4,7.4,8,14.8,35,64.8,57,98.3
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,16,26.7,4,6.7,12,20,15,25,29,48.3,60,88.2
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Students in Foster Care,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Total Population (All Students),Grade 3,10,19.2,1,1.9,9,17.3,14,26.9,28,53.8,52,92.9
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Total Population (All Students),Grade 4,11,20.4,7,13,4,7.4,8,14.8,35,64.8,57,98.3
2021-2022,2182,Reynolds SD 7,948,Margaret Scott Elementary School,English Language Arts,Total Population (All Students),Grade 5,16,26.7,4,6.7,12,20,15,25,29,48.3,60,88.2
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Econo. Disadvantaged,Grade 3,19,43.2,8,18.2,11,25,10,22.7,15,34.1,44,93.6
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Econo. Disadvantaged,Grade 4,15,35.7,9,21.4,6,14.3,12,28.6,15,35.7,42,91.3
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Econo. Disadvantaged,Grade 5,26,56.5,7,15.2,19,41.3,8,17.4,12,26.1,46,97.9
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Econo. Disadvantaged,Grade 6,21,23.9,5,5.7,16,18.2,26,29.5,41,46.6,89,95.7
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Econo. Disadvantaged,Grade 7,35,41.7,11,13.1,24,28.6,29,34.5,20,23.8,84,95.5
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Econo. Disadvantaged,Grade 8,23,34.8,3,4.5,20,30.3,13,19.7,30,45.5,68,89.5
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Total Population (All Students),Grade 3,19,43.2,8,18.2,11,25,10,22.7,15,34.1,44,93.6
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Total Population (All Students),Grade 4,15,35.7,9,21.4,6,14.3,12,28.6,15,35.7,42,91.3
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Total Population (All Students),Grade 5,26,56.5,7,15.2,19,41.3,8,17.4,12,26.1,46,97.9
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Total Population (All Students),Grade 6,21,23.9,5,5.7,16,18.2,26,29.5,41,46.6,89,95.7
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Total Population (All Students),Grade 7,35,41.7,11,13.1,24,28.6,29,34.5,20,23.8,84,95.5
2021-2022,2182,Reynolds SD 7,3490,Multnomah Learning Academy,English Language Arts,Total Population (All Students),Grade 8,23,34.8,3,4.5,20,30.3,13,19.7,30,45.5,68,89.5
2021-2022,2182,Reynolds SD 7,4216,Reynolds Arthur Academy,English Language Arts,Econo. Disadvantaged,Grade 3,17,63,7,25.9,10,37,5,18.5,5,18.5,27,100
2021-2022,2182,Reynolds SD 7,4216,Reynolds Arthur Academy,English Language Arts,Econo. Disadvantaged,Grade 4,17,63,5,18.5,12,44.4,7,25.9,3,11.1,27,100
2021-2022,2182,Reynolds SD 7,4216,Reynolds Arthur Academy,English Language Arts,Econo. Disadvantaged,Grade 5,12,50,4,16.7,8,33.3,9,37.5,3,12.5,24,100
2021-2022,2182,Reynolds SD 7,4216,Reynolds Arthur Academy,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,4216,Reynolds Arthur Academy,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,4216,Reynolds Arthur Academy,English Language Arts,Total Population (All Students),Grade 3,17,63,7,25.9,10,37,5,18.5,5,18.5,27,100
2021-2022,2182,Reynolds SD 7,4216,Reynolds Arthur Academy,English Language Arts,Total Population (All Students),Grade 4,17,63,5,18.5,12,44.4,7,25.9,3,11.1,27,100
2021-2022,2182,Reynolds SD 7,4216,Reynolds Arthur Academy,English Language Arts,Total Population (All Students),Grade 5,12,50,4,16.7,8,33.3,9,37.5,3,12.5,24,100
2021-2022,2182,Reynolds SD 7,957,Reynolds High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),192,41.2,62,13.3,130,27.9,108,23.2,166,35.6,470,92.9
2021-2022,2182,Reynolds SD 7,957,Reynolds High School,English Language Arts,Homeless,Grade HS (11),4,28.6,--,--,4,28.6,2,14.3,8,57.1,14,93.3
2021-2022,2182,Reynolds SD 7,957,Reynolds High School,English Language Arts,Military-connected,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,957,Reynolds High School,English Language Arts,Students in Foster Care,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,957,Reynolds High School,English Language Arts,Total Population (All Students),Grade HS (11),192,41.2,62,13.3,130,27.9,108,23.2,166,35.6,470,92.9
2021-2022,2182,Reynolds SD 7,1343,Reynolds Learning Academy,English Language Arts,Econo. Disadvantaged,Grade HS (11),8,16.3,2,4.1,6,12.2,4,8.2,37,75.5,49,77.8
2021-2022,2182,Reynolds SD 7,1343,Reynolds Learning Academy,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,1343,Reynolds Learning Academy,English Language Arts,Students in Foster Care,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,1343,Reynolds Learning Academy,English Language Arts,Total Population (All Students),Grade HS (11),8,16.3,2,4.1,6,12.2,4,8.2,37,75.5,49,77.8
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,30,11.5,5,1.9,25,9.5,55,21,177,67.6,267,97.1
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,35,13.6,6,2.3,29,11.2,46,17.8,177,68.6,263,97.4
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,37,13.3,5,1.8,32,11.5,69,24.7,173,62,281,95.9
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Students in Foster Care,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Students in Foster Care,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Total Population (All Students),Grade 6,30,11.5,5,1.9,25,9.5,55,21,177,67.6,267,97.1
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Total Population (All Students),Grade 7,35,13.6,6,2.3,29,11.2,46,17.8,177,68.6,263,97.4
2021-2022,2182,Reynolds SD 7,1254,Reynolds Middle School,English Language Arts,Total Population (All Students),Grade 8,37,13.3,5,1.8,32,11.5,69,24.7,173,62,281,95.9
2021-2022,2182,Reynolds SD 7,4822,Rockwood Preparatory Academy,English Language Arts,Econo. Disadvantaged,Grade 3,20,40.8,6,12.2,14,28.6,14,28.6,15,30.6,50,96.2
2021-2022,2182,Reynolds SD 7,4822,Rockwood Preparatory Academy,English Language Arts,Econo. Disadvantaged,Grade 4,19,41.3,7,15.2,12,26.1,16,34.8,11,23.9,49,100
2021-2022,2182,Reynolds SD 7,4822,Rockwood Preparatory Academy,English Language Arts,Econo. Disadvantaged,Grade 5,12,31.6,1,2.6,11,28.9,9,23.7,17,44.7,38,97.4
2021-2022,2182,Reynolds SD 7,4822,Rockwood Preparatory Academy,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,4822,Rockwood Preparatory Academy,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,4822,Rockwood Preparatory Academy,English Language Arts,Total Population (All Students),Grade 3,20,40.8,6,12.2,14,28.6,14,28.6,15,30.6,50,96.2
2021-2022,2182,Reynolds SD 7,4822,Rockwood Preparatory Academy,English Language Arts,Total Population (All Students),Grade 4,19,41.3,7,15.2,12,26.1,16,34.8,11,23.9,49,100
2021-2022,2182,Reynolds SD 7,4822,Rockwood Preparatory Academy,English Language Arts,Total Population (All Students),Grade 5,12,31.6,1,2.6,11,28.9,9,23.7,17,44.7,38,97.4
2021-2022,2182,Reynolds SD 7,3989,Salish Ponds Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,5,8.8,--,--,5,8.8,11,19.3,41,71.9,58,93.5
2021-2022,2182,Reynolds SD 7,3989,Salish Ponds Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,9,19.1,2,4.3,7,14.9,4,8.5,34,72.3,47,85.5
2021-2022,2182,Reynolds SD 7,3989,Salish Ponds Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2182,Reynolds SD 7,3989,Salish Ponds Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
