Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient,Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2021-2022,2063,Adel SD 21,498,Adel Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2063,Adel SD 21,498,Adel Elementary School,English Language Arts,Total Population (All Students),Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,13,65,6,30,7,35,3,15,4,20,20,87
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,8,61.5,3,23.1,5,38.5,--,--,5,38.5,13,100
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,15,88.2,5,29.4,10,58.8,1,5.9,1,5.9,17,94.4
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,9,37.5,3,12.5,6,25,9,37.5,6,25,24,100
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Econo. Disadvantaged,Grade 7,8,38.1,2,9.5,6,28.6,6,28.6,7,33.3,21,100
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Econo. Disadvantaged,Grade 8,10,47.6,2,9.5,8,38.1,9,42.9,2,9.5,21,95.5
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Total Population (All Students),Grade 3,13,65,6,30,7,35,3,15,4,20,20,87
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Total Population (All Students),Grade 4,8,61.5,3,23.1,5,38.5,--,--,5,38.5,13,100
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Total Population (All Students),Grade 5,15,88.2,5,29.4,10,58.8,1,5.9,1,5.9,17,94.4
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Total Population (All Students),Grade 6,9,37.5,3,12.5,6,25,9,37.5,6,25,24,100
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Total Population (All Students),Grade 7,8,38.1,2,9.5,6,28.6,6,28.6,7,33.3,21,100
2021-2022,2113,Adrian SD 61,707,Adrian Elementary School,English Language Arts,Total Population (All Students),Grade 8,10,47.6,2,9.5,8,38.1,9,42.9,2,9.5,21,95.5
2021-2022,2113,Adrian SD 61,708,Adrian High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),9,64.3,6,42.9,3,21.4,4,28.6,1,7.1,14,100
2021-2022,2113,Adrian SD 61,708,Adrian High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2113,Adrian SD 61,708,Adrian High School,English Language Arts,Total Population (All Students),Grade HS (11),9,64.3,6,42.9,3,21.4,4,28.6,1,7.1,14,100
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Econo. Disadvantaged,Grade 3,7,36.8,2,10.5,5,26.3,3,15.8,9,47.4,19,27.9
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Econo. Disadvantaged,Grade 4,6,25,3,12.5,3,12.5,8,33.3,10,41.7,24,32.4
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Econo. Disadvantaged,Grade 5,4,23.5,3,17.6,1,5.9,4,23.5,9,52.9,17,24.6
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Econo. Disadvantaged,Grade 6,4,28.6,2,14.3,2,14.3,1,7.1,9,64.3,14,16.5
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Econo. Disadvantaged,Grade 7,6,35.3,3,17.6,3,17.6,3,17.6,8,47.1,17,18.5
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Students in Foster Care,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Total Population (All Students),Grade 3,7,36.8,2,10.5,5,26.3,3,15.8,9,47.4,19,27.9
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Total Population (All Students),Grade 4,6,25,3,12.5,3,12.5,8,33.3,10,41.7,24,32.4
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Total Population (All Students),Grade 5,4,23.5,3,17.6,1,5.9,4,23.5,9,52.9,17,24.6
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Total Population (All Students),Grade 6,4,28.6,2,14.3,2,14.3,1,7.1,9,64.3,14,16.5
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Total Population (All Students),Grade 7,6,35.3,3,17.6,3,17.6,3,17.6,8,47.1,17,18.5
2021-2022,1899,Alsea SD 7J,17,Alsea Charter School,English Language Arts,Total Population (All Students),Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,1208,Amity Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,14,27.5,8,15.7,6,11.8,14,27.5,23,45.1,51,85
2021-2022,2252,Amity SD 4J,1208,Amity Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,12,41.4,5,17.2,7,24.1,6,20.7,11,37.9,29,56.9
2021-2022,2252,Amity SD 4J,1208,Amity Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,12,27.3,2,4.5,10,22.7,16,36.4,16,36.4,44,71
2021-2022,2252,Amity SD 4J,1208,Amity Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,1208,Amity Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,1208,Amity Elementary School,English Language Arts,Total Population (All Students),Grade 3,14,27.5,8,15.7,6,11.8,14,27.5,23,45.1,51,85
2021-2022,2252,Amity SD 4J,1208,Amity Elementary School,English Language Arts,Total Population (All Students),Grade 4,12,41.4,5,17.2,7,24.1,6,20.7,11,37.9,29,56.9
2021-2022,2252,Amity SD 4J,1208,Amity Elementary School,English Language Arts,Total Population (All Students),Grade 5,12,27.3,2,4.5,10,22.7,16,36.4,16,36.4,44,71
2021-2022,2252,Amity SD 4J,1210,Amity High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,1210,Amity High School,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,1209,Amity Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,13,40.6,3,9.4,10,31.3,12,37.5,7,21.9,32,66.7
2021-2022,2252,Amity SD 4J,1209,Amity Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,15,32.6,--,--,15,32.6,15,32.6,16,34.8,46,86.8
2021-2022,2252,Amity SD 4J,1209,Amity Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,27,42.9,6,9.5,21,33.3,19,30.2,17,27,63,76.8
2021-2022,2252,Amity SD 4J,1209,Amity Middle School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,1209,Amity Middle School,English Language Arts,Students in Foster Care,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,1209,Amity Middle School,English Language Arts,Total Population (All Students),Grade 6,13,40.6,3,9.4,10,31.3,12,37.5,7,21.9,32,66.7
2021-2022,2252,Amity SD 4J,1209,Amity Middle School,English Language Arts,Total Population (All Students),Grade 7,15,32.6,--,--,15,32.6,15,32.6,16,34.8,46,86.8
2021-2022,2252,Amity SD 4J,1209,Amity Middle School,English Language Arts,Total Population (All Students),Grade 8,27,42.9,6,9.5,21,33.3,19,30.2,17,27,63,76.8
2021-2022,2252,Amity SD 4J,4505,Eola Hills Charter School,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,4505,Eola Hills Charter School,English Language Arts,Econo. Disadvantaged,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,4505,Eola Hills Charter School,English Language Arts,Econo. Disadvantaged,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,4505,Eola Hills Charter School,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,4505,Eola Hills Charter School,English Language Arts,Total Population (All Students),Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2252,Amity SD 4J,4505,Eola Hills Charter School,English Language Arts,Total Population (All Students),Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Econo. Disadvantaged,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Econo. Disadvantaged,Grade 4,4,36.4,2,18.2,2,18.2,1,9.1,6,54.5,11,100
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Econo. Disadvantaged,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Econo. Disadvantaged,Grade 8,4,33.3,1,8.3,3,25,4,33.3,4,33.3,12,100
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Students in Foster Care,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Total Population (All Students),Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Total Population (All Students),Grade 4,4,36.4,2,18.2,2,18.2,1,9.1,6,54.5,11,100
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Total Population (All Students),Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Total Population (All Students),Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2111,Annex SD 29,705,Annex Charter School,English Language Arts,Total Population (All Students),Grade 8,4,33.3,1,8.3,3,25,4,33.3,4,33.3,12,100
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 3,3,23.1,--,--,3,23.1,4,30.8,6,46.2,13,100
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 5,5,50,1,10,4,40,--,--,5,50,10,90.9
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 6,9,60,5,33.3,4,26.7,3,20,3,20,15,93.8
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Econo. Disadvantaged,Grade 8,7,58.3,--,--,7,58.3,4,33.3,1,8.3,12,100
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Econo. Disadvantaged,Grade HS (11),8,66.7,3,25,5,41.7,3,25,1,8.3,12,100
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Homeless,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Homeless,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Homeless,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 3,3,23.1,--,--,3,23.1,4,30.8,6,46.2,13,100
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 5,5,50,1,10,4,40,--,--,5,50,10,90.9
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 6,9,60,5,33.3,4,26.7,3,20,3,20,15,93.8
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade 8,7,58.3,--,--,7,58.3,4,33.3,1,8.3,12,100
2021-2022,2005,Arlington SD 3,323,Arlington Community Charter School,English Language Arts,Total Population (All Students),Grade HS (11),8,66.7,3,25,5,41.7,3,25,1,8.3,12,100
2021-2022,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Econo. Disadvantaged,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2115,Arock SD 81,711,W W Jones Elementary School,English Language Arts,Total Population (All Students),Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,381,Ashland High School,English Language Arts,Econo. Disadvantaged,Grade HS (11),52,44.8,13,11.2,39,33.6,31,26.7,33,28.4,116,49.2
2021-2022,2041,Ashland SD 5,381,Ashland High School,English Language Arts,Homeless,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,381,Ashland High School,English Language Arts,Students in Foster Care,Grade HS (11),*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,381,Ashland High School,English Language Arts,Total Population (All Students),Grade HS (11),52,44.8,13,11.2,39,33.6,31,26.7,33,28.4,116,49.2
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Econo. Disadvantaged,Grade 6,112,66.3,47,27.8,65,38.5,36,21.3,21,12.4,169,97.7
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Econo. Disadvantaged,Grade 7,89,63.1,39,27.7,50,35.5,31,22,21,14.9,141,99.3
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Econo. Disadvantaged,Grade 8,117,72.2,50,30.9,67,41.4,30,18.5,15,9.3,162,99.4
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Homeless,Grade 6,6,54.5,1,9.1,5,45.5,3,27.3,2,18.2,11,91.7
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Homeless,Grade 7,5,41.7,1,8.3,4,33.3,5,41.7,2,16.7,12,100
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Homeless,Grade 8,9,75,2,16.7,7,58.3,2,16.7,1,8.3,12,100
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Military-connected,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Military-connected,Grade 8,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Students in Foster Care,Grade 6,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Total Population (All Students),Grade 6,112,66.3,47,27.8,65,38.5,36,21.3,21,12.4,169,97.7
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Total Population (All Students),Grade 7,89,63.1,39,27.7,50,35.5,31,22,21,14.9,141,99.3
2021-2022,2041,Ashland SD 5,380,Ashland Middle School,English Language Arts,Total Population (All Students),Grade 8,117,72.2,50,30.9,67,41.4,30,18.5,15,9.3,162,99.4
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,24,57.1,14,33.3,10,23.8,8,19,10,23.8,42,100
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,33,70.2,20,42.6,13,27.7,7,14.9,7,14.9,47,97.9
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,25,59.5,15,35.7,10,23.8,14,33.3,3,7.1,42,100
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Military-connected,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Military-connected,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Total Population (All Students),Grade 3,24,57.1,14,33.3,10,23.8,8,19,10,23.8,42,100
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Total Population (All Students),Grade 4,33,70.2,20,42.6,13,27.7,7,14.9,7,14.9,47,97.9
2021-2022,2041,Ashland SD 5,375,Bellview Elementary School,English Language Arts,Total Population (All Students),Grade 5,25,59.5,15,35.7,10,23.8,14,33.3,3,7.1,42,100
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,36,58.1,27,43.5,9,14.5,18,29,8,12.9,62,95.4
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,43,72.9,23,39,20,33.9,12,20.3,4,6.8,59,98.3
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,37,72.5,23,45.1,14,27.5,8,15.7,6,11.8,51,92.7
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Homeless,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Military-connected,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Students in Foster Care,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Total Population (All Students),Grade 3,36,58.1,27,43.5,9,14.5,18,29,8,12.9,62,95.4
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Total Population (All Students),Grade 4,43,72.9,23,39,20,33.9,12,20.3,4,6.8,59,98.3
2021-2022,2041,Ashland SD 5,377,Helman Elementary School,English Language Arts,Total Population (All Students),Grade 5,37,72.5,23,45.1,14,27.5,8,15.7,6,11.8,51,92.7
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Econo. Disadvantaged,Grade 3,9,64.3,4,28.6,5,35.7,1,7.1,4,28.6,14,93.3
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Econo. Disadvantaged,Grade 4,9,75,3,25,6,50,--,--,3,25,12,92.3
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Econo. Disadvantaged,Grade 5,17,85,8,40,9,45,2,10,1,5,20,90.9
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Econo. Disadvantaged,Grade 6,7,58.3,2,16.7,5,41.7,3,25,2,16.7,12,80
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Econo. Disadvantaged,Grade 7,12,66.7,3,16.7,9,50,4,22.2,2,11.1,18,85.7
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Econo. Disadvantaged,Grade 8,14,77.8,7,38.9,7,38.9,1,5.6,3,16.7,18,90
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Military-connected,Grade 7,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Total Population (All Students),Grade 3,9,64.3,4,28.6,5,35.7,1,7.1,4,28.6,14,93.3
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Total Population (All Students),Grade 4,9,75,3,25,6,50,--,--,3,25,12,92.3
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Total Population (All Students),Grade 5,17,85,8,40,9,45,2,10,1,5,20,90.9
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Total Population (All Students),Grade 6,7,58.3,2,16.7,5,41.7,3,25,2,16.7,12,80
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Total Population (All Students),Grade 7,12,66.7,3,16.7,9,50,4,22.2,2,11.1,18,85.7
2021-2022,2041,Ashland SD 5,4476,John Muir Outdoor School,English Language Arts,Total Population (All Students),Grade 8,14,77.8,7,38.9,7,38.9,1,5.6,3,16.7,18,90
2021-2022,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Econo. Disadvantaged,Grade 3,17,48.6,8,22.9,9,25.7,10,28.6,8,22.9,35,94.6
2021-2022,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,21,53.8,13,33.3,8,20.5,9,23.1,9,23.1,39,100
2021-2022,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Econo. Disadvantaged,Grade 5,25,58.1,11,25.6,14,32.6,5,11.6,13,30.2,44,88
2021-2022,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Homeless,Grade 3,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Homeless,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Students in Foster Care,Grade 5,*,*,*,*,*,*,*,*,*,*,*,*
2021-2022,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Total Population (All Students),Grade 3,17,48.6,8,22.9,9,25.7,10,28.6,8,22.9,35,94.6
2021-2022,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Total Population (All Students),Grade 4,21,53.8,13,33.3,8,20.5,9,23.1,9,23.1,39,100
2021-2022,2041,Ashland SD 5,379,Walker Elementary School,English Language Arts,Total Population (All Students),Grade 5,25,58.1,11,25.6,14,32.6,5,11.6,13,30.2,44,88
2021-2022,2051,Ashwood SD 8,427,Ashwood Elementary School,English Language Arts,Econo. Disadvantaged,Grade 4,*,*,*,*,*,*,*,*,*,*,*,*
